,lemma,original_form,tag
28639,puffin,puffins,NC-P-N-
28640,puffin,puffins,GN-P3---
28641,puffy,puffier,AC-N-
28642,puffy,puffier,GA------
28643,puffy,puffiest,AS-N-
28644,pug,pugs,NC-P-N-
28645,puke,puked,VP---ASA-N-N-
28646,puke,pukes,VI-S3PSA-N-N-
28647,puke,puking,VP---PSA-N-N-
28648,pull,pulled,VP---ASA-N-N6
28649,pull,pulling,VP---PSA-N-N6
28650,pull,pulls,NC-P-N6
28651,pullback,pullbacks,NC-P-N-
28652,pull,pull-backs,NC-S-N6
28653,pullet,pullets,NC-P-N-
28654,pulley,pulleys,NC-P-N-
28655,pull,pull-ins,NC-S-N6
28656,Pullmans,Pullmans,NPUU-N-
28657,pull,pull-offs,NC-S-N6
28658,pull,pull-outs,NC-S-N6
28659,pullover,pullovers,NC-P-N-
28660,pull-up,pull-ups,NC-P-N-
28661,pulp,pulped,VP---ASA-N-N-
28662,pulp,pulping,VP---PSA-N-N-
28663,pulp,pulps,NC-P-N-
28664,pulpit,pulpits,NC-P-N-
28665,pulsar,pulsars,NC-P-N-
28666,*,pulsated,ZA----PA----
28667,pulsate,pulsated,VP---ASA-N-N-
28668,pulsar,pulsars,GN-P3---
28669,pull-up,pull-ups,GN-P3---
28670,pulsate,pulsates,VI-S3PSA-N-N-
28671,pulsate,pulsating,VP---PSA-N-N-
28672,pulse,pulsed,VP---ASA-N-N3
28673,pulse,pulses,NC-P-N3
28674,pulse,pulsing,VP---PSA-N-N3
28675,pulverise,pulverised,VP---ASA-N-N-
28676,pulse,pulses,GN-P3D--
28677,pulverise,pulverises,VI-S3PSA-N-N-
28678,pulverise,pulverising,VP---PSA-N-N-
28679,pulverize,pulverized,VP---ASA-N-N-
28680,pulverize,pulverizes,VI-S3PSA-N-N-
28681,pulverize,pulverizing,VP---PSA-N-N-
28682,puma,pumas,NC-P-N-
28683,pummel,pummelled,VP---ASA-N-N-
28684,*,pummelling,ZN-S3-PP----
28685,pummel,pummelling,VP---PSA-N-N-
28686,puma,pumas,GN-P3D--
28687,pummel,pummels,VI-S3PSA-N-N-
28688,pump,pumped,VP---ASA-N-N3
28689,pumping,pumping,NC-S-N-
28690,pump,pumps,NC-P-N3
28691,pumpkin,pumpkins,NC-P-N-
28692,pun,puns,NC-P-N-
28693,punch,punched,VP---ASA-N-N3
28694,punch,punches,NC-P-N3
28695,punch,punching,VP---PSA-N-N3
28696,puncher,punchers,NC-P-N-
28697,punch,punch-lines,NC-S-N3
28698,punch,punch-ups,NC-S-N3
28699,punchy,punchier,AC-N-
28700,punchy,punchier,GA------
28701,punchy,punchiest,AS-N-
28702,punchy,punchiest,GA------
28703,punctuated,punctuated,AP-N-
28704,punctuated,punctuated,GA------
28705,punch,punches,GN-P3D--
28706,pun,puns,GN-P3---
28707,punctuate,punctuates,VI-S3PSA-N-N-
28708,punctuate,punctuating,VP---PSA-N-N-
28709,puncture,punctured,VP---ASA-N-N-
28710,puncture,punctures,VI-S3PSA-N-N-
28711,puncture,puncturing,VP---PSA-N-N-
28712,pundit,pundits,NC-P-N-
28713,pundit,pundits,GN-P3D--
28714,punish,punished,VP---ASA-N-N3
28715,punish,punishes,VI-S3PSA-N-N3
28716,punish,punishing,VP---PSA-N-N3
28717,punishment,punishments,NC-P-N4
28718,Punjabi,Punjabis,NC-P-N-
28719,punk,punks,NC-P-N-
28720,punnet,punnets,NC-P-N-
28721,punt,punted,VP---ASA-N-N-
28722,punt,punting,VP---PSA-N-N-
28723,punt,punts,NC-P-N-
28724,punter,punters,NC-P-N-
28725,pup,pups,NC-P-N-
28726,pup,pups,GN-P3---
28727,pupil,pupils,NC-P-N5
28728,puppet,puppets,NC-P-N-
28729,puppeteer,puppeteers,NC-P-N-
28730,puppy,puppies,NC-P-N-
28731,purchase,purchased,VP---ASA-N-N5
28732,purchase,purchases,NC-P-N5
28733,purchase,purchasing,VP---PSA-N-N5
28734,purchaser,purchasers,NC-P-N4
28735,purchaser,purchasers,GN-P3D--
28736,pure,purer,AC-N5
28737,pure,purer,GA------
28738,pure,purest,AS-N5
28739,pure,purest,GA------
28740,purée,puréed,VP---ASA-N-N-
28741,purée,puréeing,VP---PSA-N-N-
28742,puree,purees,NC-P-N-
28743,puree,purees,GN-P3---
28744,purchase,purchases,GN-P3D--
28745,#,#,2--
28746,©,©,2--
28747,purgative,purgatives,NC-P-N-
28748,purgatory,purgatories,NC-P-N-
28749,purge,purged,VP---ASA-N-N-
28750,purge,purges,NC-P-N-
28751,*,purging,ZA----PP----
28752,purge,purging,VP---PSA-N-N-
28753,purge,purges,GN-P3D--
28754,purification,purifications,NC-P-N-
28755,purifier,purifiers,NC-P-N-
28756,*,purified,ZA----PA----
28757,purify,purified,VP---ASA-N-N-
28758,purify,purifies,VI-S3PSA-N-N-
28759,purify,purifying,VP---PSA-N-N-
28760,purines,purines,K
28761,purist,purists,NC-P-N-
28762,puritan,puritans,NC-P-N-
28763,purity,purities,NC-P-N-
28764,purl,purled,VP---ASA-N-N-
28765,*,purling,ZN-S3-PP----
28766,purl,purling,VP---PSA-N-N-
28767,purl,purls,VI-S3PSA-N-N-
28768,purloin,purloined,VP---ASA-N-N-
28769,*,purloining,ZN-S3-PP----
28770,purloin,purloining,VP---PSA-N-N-
28771,purloin,purloins,VI-S3PSA-N-N-
28772,purple,purpler,AC-N3
28773,purple,purples,NC-P-N3
28774,purple,purplest,AS-N3
28775,purple,purplest,GA------
28776,purported,purported,AP-N-
28777,purported,purported,GA------
28778,*,purporting,ZN-S3-PP----
28779,purport,purporting,VP---PSA-N-N-
28780,purport,purports,VI-S3PSA-N-N-
28781,purpose,purposed,VP---ASA-N-N6
28782,purpose,purposes,NC-P-N6
28783,purpose,purposing,VP---PSA-N-N6
28784,purr,purred,VP---ASA-N-N-
28785,*,purring,ZN-S3-PP----
28786,purr,purring,VP---PSA-N-N-
28787,purpose,purposes,GN-P3D--
28788,purr,purrs,VI-S3PSA-N-N-
28789,purse,pursed,VP---ASA-N-N-
28790,purse,purses,NC-P-N-
28791,*,pursing,ZA----PP----
28792,purse,pursing,VP---PSA-N-N-
28793,purse,purses,GN-P3D--
28794,purser,pursers,NC-P-N-
28795,*,pursued,ZA----PA----
28796,pursue,pursued,VP---ASA-N-N5
28797,purser,pursers,GN-P3D--
28798,pursue,pursues,VI-S3PSA-N-N5
28799,pursue,pursuing,VP---PSA-N-N5
28800,pursuer,pursuers,NC-P-N-
28801,pursuit,pursuits,NC-P-N4
28802,purveyor,purveyors,NC-P-N-
28803,Pura,Pura,NPFS-N-
28804,push,pushed,VP---ASA-N-N4
28805,push,pushes,NC-P-N4
28806,push,pushing,VP---PSA-N-N4
28807,pushcart,pushcarts,NC-P-N-
28808,pushchair,pushchairs,NC-P-N-
28809,pusher,pushers,NC-P-N-
28810,pushover,pushovers,NC-P-N-
28811,push,push-pulls,NC-S-N4
28812,push,push-ups,NC-S-N4
28813,pushy,pushier,AC-N-
28814,pushy,pushiest,AS-N-
28815,puss,pusses,NC-P-N-
28816,pussy,pussies,NC-P-N-
28817,pussy,pussy-cats,NC-S-N-
28818,push,pushes,GN-P3D--
28819,pussy,pussy-willows,NC-S-N-
28820,pustule,pustules,NC-P-N-
28821,Pura,pura,GNFS3---
28822,put,puts,VI-S3PSA-N-N7
28823,putt,putting,VP---PSA-N-N-
28824,purveyor,purveyors,GN-P3S--
28825,put,put-downs,VI-P3PSA-N-N7
28826,putrefy,putrefied,VP---ASA-N-N-
28827,putrefy,putrefies,VI-S3PSA-N-N-
28828,putrefy,putrefying,VP---PSA-N-N-
28829,putsch,putsches,NC-P-N-
28830,putt,putted,VP---ASA-N-N-
28831,putt,putting,VP---PSA-N-N-
28832,putt,putts,NC-P-N-
28833,putt,putts,GN-P3D--
28834,putter,putters,NC-P-N-
28835,putty,putties,NC-P-N-
28836,puzzle,puzzled,VP---ASA-N-N2
28837,puzzle,puzzles,NC-P-N2
28838,puzzle,puzzling,VP---PSA-N-N2
28839,puzzlement,puzzlements,NC-P-N-
28840,puzzlement,puzzlements,GN-P3D--
28841,p,p-values,NC-S-A-
28842,p,p-values,GN-S3---
28843,pygmy,pygmies,NC-P-N-
28844,pyjamas,pyjamas,NC-S-N-
28845,pylon,pylons,NC-P-N-
28846,pyramid,pyramids,NC-P-N-
28847,pyre,pyres,NC-P-N-
28848,python,pythons,NC-P-N-
28849,python,pythons,GN-P3---
28850,QCs,QCs,NPUU-N-
28851,QCs,QCs,GNUU3Y--
28852,quack,quacks,NC-P-N-
28853,quackery,quackeries,NC-P-N-
28854,quad,quads,NC-P-N-
28855,quadrangle,quadrangles,NC-P-N-
28856,quadrant,quadrants,NC-P-N-
28857,quadrant,quadrants,GN-P3---
28858,quadrature,quadratures,NC-P-N-
28859,quadrilateral,quadrilaterals,NC-P-N-
28860,puzzle,puzzles,GN-P3D--
28861,quadruped,quadrupeds,NC-P-N-
28862,*,quadrupled,ZA----PA----
28863,quadruple,quadrupled,VP---ASA-N-N-
28864,quadruped,quadrupeds,GN-P3---
28865,putsch,putsches,GN-P3D--
28866,quadruple,quadruples,VI-S3PSA-N-N-
28867,quadruple,quadrupling,VP---PSA-N-N-
28868,quadruplet,quadruplets,NC-P-N-
28869,quadruplet,quadruplets,GN-P3D--
28870,quaff,quaffed,VP---ASA-N-N-
28871,*,quaffing,ZN-S3-PP----
28872,quaff,quaffing,VP---PSA-N-N-
28873,quaff,quaffs,VI-S3PSA-N-N-
28874,quagmire,quagmires,NC-P-N-
28875,quagmire,quagmires,GN-P3D--
28876,quail,quails,NC-P-N-
28877,quail,quails,GN-P3---
28878,quake,quakes,NC-P-N-
28879,quake,quakes,GN-P3---
28880,Quaker,Quakers,NC-P-N-
28881,Quaker,Quakers,GN-P3---
28882,qualification,qualifications,NC-P-N5
28883,qualifier,qualifiers,NC-P-N-
28884,*,qualified,ZA----PA----
28885,qualify,qualified,VP---ASA-N-N5
28886,qualify,qualifies,VI-S3PSA-N-N5
28887,qualify,qualifying,VP---PSA-N-N5
28888,quality,qualities,NC-P-N6
28889,qualm,qualms,NC-P-N-
28890,quandary,quandaries,NC-P-N-
28891,quant,quants,NC-P-N-
28892,quantification,quantifications,NC-P-N-
28893,quantification,quantifications,GN-P3---
28894,quantify,quantified,VP---ASA-N-N-
28895,quantify,quantifies,VI-S3PSA-N-N-
28896,quantify,quantifying,VP---PSA-N-N-
28897,quantity,quantities,NC-P-N5
28898,quantity,quantities,GN-P3---
28899,quarantine,quarantined,VP---ASA-N-N-
28900,quarantine,quarantines,NC-P-N-
28901,*,quarantining,ZA----PP----
28902,quarantine,quarantining,VP---PSA-N-N-
28903,quarantine,quarantines,GN-P3D--
28904,quark,quarks,NC-P-N-
28905,quarrel,quarreled,VP---ASA-N-N-
28906,quarrel,quarreling,VP---PSA-N-N-
28907,quarrel,quarrelled,VP---ASA-N-N-
28908,quarrel,quarrelling,VP---PSA-N-N-
28909,quarrel,quarrels,NC-P-N-
28910,quarrel,quarrels,GN-P3D--
28911,quarry,quarries,NC-P-N3
28912,quarry,quarries,GN-P3---
28913,quart,quarts,NC-P-N-
28914,quarter,quartered,VP---ASA-N-N5
28915,quartering,quartering,NC-S-N-
28916,quarter,quarters,NC-P-N5
28917,quarterback,quarterbacks,NC-P-N-
28918,quarterdeck,quarterdecks,NC-P-N-
28919,quarter,quarter-decks,NC-S-N5
28920,quarterfinal,quarterfinals,NC-P-N-
28921,quartermaster,quartermasters,NC-P-N-
28922,quartet,quartets,NC-P-N-
28923,quartile,quartiles,NC-P-N-
28924,quarto,quartos,NC-P-N-
28925,quartz,quartzes,NC-P-N-
28926,quartzite,quartzites,NC-P-N-
28927,quasar,quasars,NC-P-N-
28928,*,quashed,ZA----PA----
28929,quash,quashed,VP---ASA-N-N-
28930,quasar,quasars,GN-P3---
28931,quart,quarts,GN-P3---
28932,quark,quarks,GN-P3D--
28933,quash,quashes,VI-S3PSA-N-N-
28934,quash,quashing,VP---PSA-N-N-
28935,market,quasi-markets,NC-P-N5
28936,market,quasi-markets,GN-P3D--
28937,quaver,quavered,VP---ASA-N-N-
28938,*,quavering,ZN-S3-PP----
28939,quaver,quavering,VP---PSA-N-N-
28940,quaver,quavers,VI-S3PSA-N-N-
28941,queasy,queasier,AC-N-
28942,queasy,queasier,GA------
28943,queasy,queasiest,AS-N-
28944,queasy,queasiest,GA------
28945,queen,queens,NC-P-N5
28946,queen,queens,GN-P3---
28947,queer,queerer,AC-N-
28948,queer,queerer,GA------
28949,queer,queerest,AS-N-
28950,queer,queerest,GA------
28951,quell,quelled,VP---ASA-N-N-
28952,*,quelling,ZN-S3-PP----
28953,quell,quelling,VP---PSA-N-N-
28954,quell,quells,VI-S3PSA-N-N-
28955,quench,quenched,VP---ASA-N-N-
28956,quench,quenches,VI-S3PSA-N-N-
28957,quench,quenching,VP---PSA-N-N-
28958,query,queried,VP---ASA-N-N3
28959,query,queries,NC-P-N3
28960,query,querying,VP---PSA-N-N3
28961,query,queries,GN-P3D--
28962,quest,quests,NC-P-N2
28963,question,questioned,VP---ASA-N-N5
28964,questioning,questioning,NC-S-N-
28965,question,questions,NC-P-N5
28966,questioner,questioners,NC-P-N-
28967,question,question-masters,NC-S-N5
28968,questionnaire,questionnaires,NC-P-N4
28969,queue,queued,VP---ASA-N-N3
28970,queue,queues,NC-P-N3
28971,queue,queuing,VP---PSA-N-N3
28972,quibble,quibbled,VP---ASA-N-N-
28973,queue,queues,GN-P3---
28974,quest,quests,GN-P3---
28975,quibble,quibbles,VI-S3PSA-N-N-
28976,quibble,quibbling,VP---PSA-N-N-
28977,quiche,quiches,NC-P-N-
28978,quiche,quiches,GN-P3D--
28979,quick,quicker,AC-N3
28980,quick,quicker,GA------
28981,quick,quickest,AS-N3
28982,quick,quickest,GA------
28983,quicken,quickened,VP---ASA-N-N-
28984,*,quickening,ZN-S3-PP----
28985,quicken,quickening,VP---PSA-N-N-
28986,quicken,quickens,VI-S3PSA-N-N-
28987,quick,quick-freezes,AP-N3
28988,quick,quick-freezing,AP-N3
28989,quick,quick-froze,AP-N3
28990,quick,quick-frozen,AP-N3
28991,quicksand,quicksands,NC-P-N-
28992,quickstep,quicksteps,NC-P-N-
28993,quid,quids,NC-P-N4
28994,quiet,quieted,VP---ASA-N-N5
28995,quiet,quieter,AC-N5
28996,quiet,quieter,GA------
28997,quiet,quietest,AS-N5
28998,quiet,quietest,GA------
28999,quiet,quieting,VP---PSA-N-N5
29000,quiet,quiets,NC-P-N5
29001,quieten,quietened,VP---ASA-N-N-
29002,*,quietening,ZN-S3-PP----
29003,quieten,quietening,VP---PSA-N-N-
29004,quiet,quiets,GN-P3D--
29005,quieten,quietens,VI-S3PSA-N-N-
29006,quill,quills,NC-P-N-
29007,quill,quills,GN-P3D--
29008,quilted,quilted,AP-N-
29009,quilting,quilting,NC-S-N-
29010,quilt,quilts,NC-P-N-
29011,quin,quins,NC-P-A-
29012,quince,quinces,NC-P-N-
29013,quintet,quintets,NC-P-N-
29014,quintet,quintets,GN-P3---
29015,quintile,quintiles,NC-P-N-
29016,quintuplet,quintuplets,NC-P-N-
29017,quip,quipped,VP---ASA-N-N-
29018,quip,quipping,VP---PSA-N-N-
29019,quip,quips,NC-P-N-
29020,quirk,quirks,NC-P-N-
29021,quit,quits,VI-S3PSA-N-N3
29022,quit,quitted,VP---ASA-N-N3
29023,quit,quitting,VP---PSA-N-N3
29024,quitter,quitters,NC-P-N-
29025,quiver,quivered,VP---ASA-N-N-
29026,quiver,quivering,VP---PSA-N-N-
29027,quiver,quivers,NC-P-N-
29028,quiz,quizzed,VP---ASA-N-N-
29029,quiz,quizzes,NC-P-N-
29030,quiz,quizzing,VP---PSA-N-N-
29031,quizmaster,quizmasters,NC-P-N-
29032,quoit,quoits,NC-P-N-
29033,quorum,quorums,NC-P-N-
29034,quota,quotas,NC-P-N4
29035,quiz,quizzes,GN-P3D--
29036,quotation,quotations,NC-P-N3
29037,quote,quoted,VP---ASA-N-N5
29038,quote,quotes,NC-P-N5
29039,quote,quoting,VP---PSA-N-N5
29040,quotient,quotients,NC-P-N-
29041,quotient,quotients,GN-P3D--
29042,Rs,Rs,NC-S-s-
29043,rabbi,rabbis,NC-P-N-
29044,rabbit,rabbits,NC-P-N4
29045,rabbit,rabbits,GN-P3---
29046,rabble-rousers,rabble-rousers,K--
29047,quote,quotes,GN-P3D--
29048,raccoon,raccoons,NC-P-N-
29049,race,raced,VP---ASA-N-N5
29050,race,races,NC-P-N5
29051,race,racing,VP---PSA-N-N5
29052,racecourse,racecourses,NC-P-N-
29053,racehorse,racehorses,NC-P-N-
29054,racer,racers,NC-P-N-
29055,racetrack,racetracks,NC-P-N-
29056,racialist,racialists,NC-P-N-
29057,racing,racings,NC-P-N-
29058,race,races,GN-P3D--
29059,racism,racisms,NC-P-N3
29060,racist,racists,NC-P-N-
29061,rack,racked,VP---ASA-N-N1
29062,rack,racking,VP---PSA-N-N1
29063,rack,racks,NC-P-N1
29064,rack,racks,GN-P3D--
29065,racket,rackets,NC-P-N-
29066,racketeer,racketeers,NC-P-N-
29067,raconteur,raconteurs,NC-P-N-
29068,racquet,racquets,NC-P-N-
29069,racquet,racquets,GN-P3---
29070,racy,racier,AC-N-
29071,racy,racier,GA------
29072,racy,raciest,AS-N-
29073,racy,raciest,GA------
29074,radar,radars,NC-P-N-
29075,radar,radars,GN-P3---
29076,radian,radians,NC-P-N-
29077,radiance,radiances,NC-P-N-
29078,*,radiated,ZA----PA----
29079,radiate,radiated,VP---ASA-N-N-
29080,raccoon,raccoons,GN-P3---
29081,quotation,quotations,GN-P3---
29082,quiver,quivers,GN-P3D--
29083,quitter,quitters,GN-P3D--
29084,radiate,radiates,VI-S3PSA-N-N-
29085,radiate,radiating,VP---PSA-N-N-
29086,radiation,radiations,NC-P-N4
29087,radiator,radiators,NC-P-N-
29088,radical,radicals,NC-P-N4
29089,radicalisation,radicalisations,NC-P-N-
29090,*,radicalised,ZA----PA----
29091,radicalise,radicalised,VP---ASA-N-N-
29092,radicalise,radicalises,VI-S3PSA-N-N-
29093,radicalise,radicalising,VP---PSA-N-N-
29094,radicalization,radicalizations,NC-P-N-
29095,*,radicalized,ZA----PA----
29096,radicalize,radicalized,VP---ASA-N-N-
29097,radicalization,radicalizations,GN-P3D--
29098,radicalize,radicalizes,VI-S3PSA-N-N-
29099,radicalize,radicalizing,VP---PSA-N-N-
29100,radio,radioed,VP---ASA-N-N5
29101,radio,radioing,VP---PSA-N-N5
29102,radio,radios,NC-P-N5
29103,radioactivity,radioactivities,NC-P-N-
29104,radio,radio-frequencies,NC-S-N5
29105,radiogram,radiograms,NC-P-N-
29106,radiographer,radiographers,NC-P-N-
29107,radiography,radiographies,NC-P-N-
29108,radioisotope,radioisotopes,NC-P-N-
29109,radiologist,radiologists,NC-P-N-
29110,radiology,radiologies,NC-P-N-
29111,radiometer,radiometers,NC-P-N-
29112,radiotelephone,radiotelephones,NC-P-N-
29113,radio,radio-telephones,NC-S-N5
29114,radiotherapist,radiotherapists,NC-P-N-
29115,radiotherapy,radiotherapies,NC-P-N-
29116,radish,radishes,NC-P-N-
29117,radish,radishes,GN-P3---
29118,radius,radiuses,NC-P-N-
29119,radius,radiuses,GN-P3---
29120,raffle,raffles,NC-P-N-
29121,raffle,raffles,GN-P3---
29122,raft,rafted,VP---ASA-N-N-
29123,rafting,rafting,NC-S-N-
29124,raft,rafts,NC-P-N-
29125,rafter,rafters,NC-P-N-
29126,ragged,ragged,AP-N-
29127,ragged,ragged,GA------
29128,rag,rags,NC-P-N-
29129,raga,ragas,NC-P-N-
29130,ragamuffin,ragamuffins,NC-P-N-
29131,ragbag,ragbags,NC-P-N-
29132,rage,raged,VP---ASA-N-N3
29133,rage,rages,NC-P-N3
29134,rage,rages,GN-P3D--
29135,raging,raging,AP-N-
29136,ragout,ragouts,NC-P-N-
29137,raid,raided,VP---ASA-N-N4
29138,raid,raiding,VP---PSA-N-N4
29139,raid,raids,NC-P-N4
29140,raider,raiders,NC-P-N-
29141,rail,railed,VP---ASA-N-N5
29142,railing,railing,NC-S-N-
29143,rail,rails,NC-P-N5
29144,railcar,railcars,NC-P-N-
29145,railcard,railcards,NC-P-N-
29146,railing,railings,NC-P-N-
29147,railroad,railroaded,VP---ASA-N-N-
29148,railroad,railroading,VP---PSA-N-N-
29149,railwayman,railwaymen,NC-P-N-
29150,rain,rained,VP---ASA-N-N3
29151,rain,raining,VP---PSA-N-N3
29152,rain,rains,NC-P-N3
29153,rainbow,rainbows,NC-P-N-
29154,raincoat,raincoats,NC-P-N-
29155,raindrop,raindrops,NC-P-N-
29156,rainfall,rainfalls,NC-P-N-
29157,rainforest,rainforests,NC-P-N-
29158,rainstorm,rainstorms,NC-P-N-
29159,rainstorm,rainstorms,GN-P3---
29160,rainy,rainier,AC-N-
29161,rainy,rainier,GA------
29162,rainy,rainiest,AS-N-
29163,rainy,rainiest,GA------
29164,raise,raised,VP---ASA-N-N6
29165,railing,railings,GN-P3---
29166,raise,raises,VI-S3PSA-N-N6
29167,raise,raising,VP---PSA-N-N6
29168,raiser,raisers,NC-P-N-
29169,raisin,raisins,NC-P-N-
29170,raja,rajas,NC-P-N-
29171,rajah,rajahs,NC-P-N-
29172,rake,raked,VP---ASA-N-N-
29173,rake,rakes,NC-P-N-
29174,rake,raking,VP---PSA-N-N-
29175,rally,rallied,VP---ASA-N-N1
29176,rake,rakes,GN-P3D--
29177,rally,rallies,NC-P-N1
29178,rally,rallying,VP---PSA-N-N1
29179,ram,rammed,VP---ASA-N-N1
29180,ram,ramming,VP---PSA-N-N1
29181,ram,rams,NC-P-N1
29182,*,rambled,ZA----PA----
29183,ramble,rambled,VP---ASA-N-N-
29184,ram,rams,GN-P3D--
29185,rally,rallies,GN-P3D--
29186,ramble,rambles,VI-S3PSA-N-N-
29187,ramble,rambling,VP---PSA-N-N-
29188,rambler,ramblers,NC-P-N-
29189,ramification,ramifications,NC-P-N-
29190,ramp,ramped,VP---ASA-N-N-
29191,ramp,ramping,VP---PSA-N-N-
29192,ramp,ramps,NC-P-N-
29193,*,rampaged,ZA----PA----
29194,rampage,rampaged,VP---ASA-N-N-
29195,ramp,ramps,GN-P3D--
29196,rampage,rampages,VI-S3PSA-N-N-
29197,rampage,rampaging,VP---PSA-N-N-
29198,rampart,ramparts,NC-P-N-
29199,rampart,ramparts,GN-P3D--
29200,ranch,ranches,NC-P-N-
29201,ranching,ranching,NC-S-N-
29202,rancher,ranchers,NC-P-N-
29203,Rands,Rands,NP-S-N-
29204,Rands,rands,GN-S3---
29205,randomise,randomised,VP---ASA-N-N-
29206,randomise,randomises,VI-S3PSA-N-N-
29207,randomise,randomising,VP---PSA-N-N-
29208,randomize,randomized,VP---ASA-N-N-
29209,randomize,randomizes,VI-S3PSA-N-N-
29210,randomize,randomizing,VP---PSA-N-N-
29211,randy,randier,AC-N-
29212,randy,randier,GA------
29213,randy,randiest,AS-N-
29214,randy,randiest,GA------
29215,range,ranged,VP---ASA-N-N4
29216,range,ranges,NC-P-N4
29217,range,ranging,VP---PSA-N-N4
29218,range,ranges,GN-P3D--
29219,rangeland,rangelands,NC-P-N-
29220,ranger,rangers,NC-P-N-
29221,rank,ranked,VP---ASA-N-N3
29222,ranking,ranking,AP-N-
29223,rank,ranks,NC-P-N3
29224,ranking,rankings,NC-P-N-
29225,*,rankled,ZA----PA----
29226,rankle,rankled,VP---ASA-N-N-
29227,rankle,rankles,VI-S3PSA-N-N-
29228,rankle,rankling,VP---PSA-N-N-
29229,ransack,ransacked,VP---ASA-N-N-
29230,*,ransacking,ZN-S3-PP----
29231,ransack,ransacking,VP---PSA-N-N-
29232,ransack,ransacks,VI-S3PSA-N-N-
29233,ransom,ransoms,NC-P-N-
29234,ransom,ransoms,GN-P3---
29235,ranting,ranting,NC-S-N-
29236,rant,rants,NC-P-N-
29237,ranting,rantings,NC-P-N-
29238,rap,rapped,VP---ASA-N-N-
29239,rap,rapping,VP---PSA-N-N-
29240,rap,raps,NC-P-N-
29241,rape,raped,VP---ASA-N-N3
29242,rape,rapes,NC-P-N3
29243,rape,raping,VP---PSA-N-N3
29244,rapeseed,rapeseeds,NC-P-N-
29245,rapeseed,rapeseeds,GN-P3D--
29246,rapid,rapider,AC-N5
29247,rapid,rapider,GA------
29248,rapid,rapidest,AS-N5
29249,rapid,rapids,NC-P-N5
29250,rapidity,rapidities,NC-P-N-
29251,rapier,rapiers,NC-P-N-
29252,rapist,rapists,NC-P-N-
29253,rapist,rapists,GN-P3---
29254,rapprochement,rapprochements,NC-P-N-
29255,raptor,raptors,NC-P-N-
29256,rapture,raptures,NC-P-N-
29257,rare,rarer,AC-N5
29258,rare,rarer,GA------
29259,rare,rarest,AS-N5
29260,rarebit,rarebits,NC-P-N-
29261,rarefied,rarefied,AP-N-
29262,rarefied,rarefied,GA------
29263,rarity,rarities,NC-P-N-
29264,rarity,rarities,GN-P3---
29265,rascal,rascals,NC-P-N-
29266,rascal,rascals,GN-P3---
29267,rasher,rasher,NC-S-N-
29268,rash,rashes,NC-P-N-
29269,rape,rapes,GN-P3D--
29270,rasher,rashers,NC-P-N-
29271,rasp,rasped,VP---ASA-N-N-
29272,*,rasping,ZN-S3-PP----
29273,rasp,rasping,VP---PSA-N-N-
29274,rasher,rashers,GN-P3---
29275,rap,raps,GN-P3D--
29276,rasp,rasps,VI-S3PSA-N-N-
29277,raspberry,raspberries,NC-P-N-
29278,raspberry,raspberries,GN-P3D--
29279,rat,rats,NC-P-N4
29280,rat,rats,GN-P3---
29281,rata,ratas,NC-P-N-
29282,ratchet,ratcheted,VP---ASA-N-N-
29283,ratchet,ratcheting,VP---PSA-N-N-
29284,ratchet,ratchets,NC-P-N-
29285,ratchet,ratchets,GN-P3D--
29286,rate,rated,VP---ASA-N-N4
29287,rate,rates,NC-P-N4
29288,rate,rating,VP---PSA-N-N4
29289,ratepayer,ratepayers,NC-P-N-
29290,ratepayer,ratepayers,GN-P3D--
29291,rate,rates,GN-P3D--
29292,ratification,ratifications,NC-P-N-
29293,*,ratified,ZA----PA----
29294,ratify,ratified,VP---ASA-N-N-
29295,ratification,ratifications,GN-P3---
29296,rata,ratas,GN-P3---
29297,ratify,ratifies,VI-S3PSA-N-N-
29298,ratify,ratifying,VP---PSA-N-N-
29299,rating,ratings,NC-P-N3
29300,ratio,ratios,NC-P-N5
29301,ration,rationed,VP---ASA-N-N-
29302,rationing,rationing,NC-S-N-
29303,ration,rations,NC-P-N-
29304,rationale,rationales,NC-P-N-
29305,rationalisation,rationalisations,NC-P-N-
29306,*,rationalised,ZA----PA----
29307,rationalise,rationalised,VP---ASA-N-N-
29308,rationalise,rationalises,VI-S3PSA-N-N-
29309,rationalise,rationalising,VP---PSA-N-N-
29310,rationalist,rationalists,NC-P-N-
29311,rationality,rationalities,NC-P-N-
29312,rationalization,rationalizations,NC-P-N-
29313,*,rationalized,ZA----PA----
29314,rationalize,rationalized,VP---ASA-N-N-
29315,rationalize,rationalizes,VI-S3PSA-N-N-
29316,rationalize,rationalizing,VP---PSA-N-N-
29317,rattle,rattled,VP---ASA-N-N-
29318,rattle,rattles,NC-P-N-
29319,rattle,rattling,VP---PSA-N-N-
29320,rattler,rattlers,NC-P-A-
29321,rattlesnake,rattlesnakes,NC-P-N-
29322,ratty,rattier,AC-N-
29323,ratty,rattiest,AS-N-
29324,ratty,rattiest,GA------
29325,raunchy,raunchier,AC-N-
29326,raunchy,raunchier,GA------
29327,raunchy,raunchiest,AS-N-
29328,raunchy,raunchiest,GA------
29329,ravage,ravaged,VP---ASA-N-N-
29330,ravages,ravages,NC-P-N-
29331,ravage,ravaging,VP---PSA-N-N-
29332,rave,raved,VP---ASA-N-N-
29333,rave,raves,NC-P-N-
